Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Crop Yield
29.05,52.0,53.16,Black,Cotton,19,0,15,28-28,1029
22.27,58.06,38.54,Black,Tobacco,2,16,19,28-28,1729
26.4,57.87,57.72,Sandy,Cotton,36,0,2,14-35-14,1184
24.38,52.09,25.67,Loamy,Sugarcane,13,10,26,28-28,8977
33.24,51.28,65.32,Black,Pulses,5,14,29,Urea,1752
27.41,52.54,41.48,Black,Barley,9,0,10,Urea,2546
32.64,77.53,39.18,Clayey,Maize,12,0,34,20-20,3703
27.61,71.93,41.84,Red,Barley,18,0,29,17-17-17,2601
36.71,76.2,24.17,Sandy,Barley,10,0,17,14-35-14,2142
31.72,71.9,41.1,Clayey,Oil seeds,14,2,38,20-20,2517
38.33,70.83,45.85,Loamy,Cotton,1,14,17,Urea,1189
31.36,44.29,43.74,Sandy,Pulses,10,0,40,17-17-17,1002
31.97,57.04,39.26,Loamy,Maize,23,0,26,10-26-26,4995
30.86,66.38,42.56,Clayey,Sugarcane,15,0,41,14-35-14,8935
29.81,63.42,20.0,Loamy,Millets,12,0,37,10-26-26,1692
30.18,68.42,36.95,Clayey,Barley,34,2,1,17-17-17,2281
25.23,62.86,38.43,Red,Cotton,41,0,4,20-20,1972
37.04,68.38,51.4,Red,Maize,4,9,28,28-28,3465
26.14,52.36,40.32,Clayey,Paddy,24,0,17,14-35-14,4410
25.71,49.13,33.26,Sandy,Sugarcane,5,10,31,14-35-14,7405
30.12,69.25,21.43,Loamy,Paddy,39,1,4,28-28,5635
27.34,63.01,48.83,Black,Cotton,21,2,23,10-26-26,1773
30.29,69.44,58.64,Clayey,Pulses,40,0,0,14-35-14,1827
33.67,68.27,57.75,Clayey,Millets,34,4,0,DAP,2451
34.7,66.76,69.2,Loamy,Sugarcane,7,14,16,20-20,8432
34.38,60.73,50.97,Red,Oil seeds,9,11,8,DAP,1915
33.48,62.18,48.6,Black,Wheat,9,3,13,20-20,3146
33.6,60.98,68.08,Clayey,Tobacco,13,10,30,14-35-14,1962
31.74,62.32,52.3,Loamy,Sugarcane,6,4,40,Urea,7661
27.11,49.05,43.91,Black,Oil seeds,18,4,27,20-20,1784
29.56,70.11,44.74,Sandy,Wheat,44,0,0,20-20,2879
33.71,58.93,43.88,Loamy,Barley,18,0,33,DAP,2023
21.93,44.5,63.49,Red,Maize,15,1,7,14-35-14,3290
33.53,60.05,37.18,Red,Maize,12,1,40,20-20,3458
25.31,51.61,33.05,Red,Ground Nuts,17,0,40,DAP,1664
31.78,65.4,52.23,Sandy,Ground Nuts,18,0,42,10-26-26,1982
34.68,58.89,27.43,Sandy,Pulses,39,1,0,28-28,1740
39.75,60.73,38.94,Clayey,Millets,11,0,42,17-17-17,1836
22.69,51.37,61.27,Sandy,Oil seeds,8,0,19,Urea,2442
24.06,40.2,34.24,Black,Wheat,2,19,12,10-26-26,3392
38.25,74.83,48.66,Clayey,Sugarcane,36,0,3,17-17-17,9837
40.0,64.51,51.07,Red,Millets,36,0,0,28-28,2883
35.73,71.25,45.65,Clayey,Millets,12,3,30,20-20,2391
31.33,52.44,48.45,Black,Maize,40,0,2,DAP,4002
32.64,71.49,45.45,Black,Maize,9,17,16,14-35-14,3780
24.83,51.23,46.97,Red,Millets,19,0,18,28-28,1986
30.57,73.76,66.01,Loamy,Oil seeds,18,0,39,17-17-17,2888
27.61,52.18,38.91,Black,Tobacco,36,0,3,20-20,1585
25.3,51.45,24.59,Sandy,Barley,9,9,32,17-17-17,2697
31.71,58.44,35.47,Loamy,Pulses,14,0,34,Urea,1705
25.28,55.82,32.12,Clayey,Barley,6,12,13,10-26-26,2851
29.97,58.25,31.86,Loamy,Sugarcane,38,0,0,28-28,6408
32.38,58.5,45.02,Red,Wheat,8,0,38,20-20,2982
30.69,59.44,51.07,Sandy,Sugarcane,26,0,17,10-26-26,6433
33.71,71.14,43.81,Clayey,Millets,37,0,4,17-17-17,2908
26.91,52.52,30.81,Black,Cotton,17,3,41,28-28,1857
29.32,51.48,40.11,Red,Tobacco,20,0,22,Urea,2445
25.99,55.37,65.56,Sandy,Wheat,9,4,12,28-28,2548
33.65,66.5,65.99,Black,Wheat,9,8,32,DAP,2771
29.23,55.19,29.27,Red,Wheat,20,2,20,28-28,2995
25.5,65.19,38.34,Loamy,Oil seeds,40,0,2,Urea,2565
26.92,56.83,44.88,Loamy,Wheat,34,2,3,Urea,3285
35.51,70.33,59.14,Loamy,Paddy,40,0,0,DAP,4509
27.1,61.29,41.14,Sandy,Tobacco,28,3,16,10-26-26,2350
32.66,55.25,20.0,Red,Paddy,0,13,16,10-26-26,5953
35.8,55.37,57.55,Clayey,Maize,7,8,27,14-35-14,3600
29.38,54.47,52.56,Sandy,Maize,22,0,24,14-35-14,4898
36.66,76.82,39.74,Sandy,Millets,7,8,30,10-26-26,2367
32.53,60.02,29.35,Clayey,Wheat,10,4,42,Urea,2877
32.66,74.93,33.56,Black,Pulses,13,0,12,17-17-17,2386
34.63,63.8,24.01,Black,Maize,11,0,38,Urea,3719
24.84,62.63,36.65,Black,Oil seeds,7,8,28,10-26-26,2702
29.0,44.56,33.96,Red,Millets,16,1,16,20-20,2829
35.26,53.82,24.93,Red,Ground Nuts,21,2,19,Urea,2641
33.42,55.5,64.41,Black,Paddy,5,5,32,17-17-17,4515
28.04,55.51,49.43,Sandy,Wheat,40,0,4,28-28,2727
34.9,61.86,35.47,Clayey,Millets,22,4,26,20-20,1970
22.34,53.62,38.61,Red,Wheat,16,1,5,17-17-17,3208
28.11,47.2,36.8,Clayey,Paddy,10,0,35,20-20,4820
34.35,66.79,51.52,Black,Wheat,4,9,24,17-17-17,3183
28.74,48.61,35.72,Red,Tobacco,14,3,37,14-35-14,2312
22.56,50.58,29.13,Loamy,Oil seeds,12,0,17,20-20,2657
26.95,50.63,43.0,Sandy,Barley,28,0,14,10-26-26,2032
26.39,54.79,46.15,Sandy,Wheat,25,0,19,DAP,2928
30.13,72.21,35.94,Red,Ground Nuts,39,3,0,14-35-14,2732
35.71,67.62,25.16,Red,Pulses,35,0,2,17-17-17,1952
28.88,60.85,28.57,Clayey,Barley,19,0,40,10-26-26,2917
27.05,44.74,56.64,Red,Sugarcane,11,0,4,10-26-26,9952
29.34,44.01,41.14,Loamy,Tobacco,42,0,0,14-35-14,2116
39.33,67.44,37.85,Loamy,Sugarcane,7,0,37,14-35-14,6679
28.53,59.01,60.57,Clayey,Ground Nuts,8,0,40,28-28,2235
23.12,58.63,37.49,Black,Cotton,33,3,0,14-35-14,1145
31.53,58.95,51.37,Clayey,Paddy,17,0,21,14-35-14,4067
33.55,60.65,58.59,Red,Wheat,8,2,9,20-20,2880
30.15,64.35,67.45,Black,Pulses,14,12,11,20-20,1195
39.81,63.65,63.69,Red,Tobacco,11,4,37,14-35-14,2215
34.51,52.14,70.0,Clayey,Sugarcane,4,11,26,28-28,6238
35.66,54.44,42.29,Loamy,Sugarcane,26,0,18,17-17-17,6172
25.65,62.92,28.49,Sandy,Barley,44,0,2,14-35-14,2246
28.51,44.09,28.38,Black,Ground Nuts,36,0,0,10-26-26,1744
30.09,54.43,60.02,Red,Maize,12,0,31,17-17-17,4399
22.27,61.81,43.11,Red,Paddy,10,15,20,DAP,4367
38.38,65.51,46.26,Black,Maize,9,18,17,28-28,4886
32.61,50.77,63.48,Red,Ground Nuts,8,0,39,Urea,2089
26.99,47.9,45.66,Red,Paddy,18,0,11,10-26-26,4209
29.77,63.41,50.3,Black,Millets,16,0,7,17-17-17,2641
28.27,59.38,45.0,Loamy,Ground Nuts,13,3,41,10-26-26,2236
33.5,53.07,46.85,Red,Cotton,24,0,29,17-17-17,1980
37.95,68.37,55.82,Loamy,Pulses,37,4,0,14-35-14,1169
25.06,64.02,38.39,Black,Ground Nuts,26,3,22,DAP,2942
26.79,62.91,25.01,Loamy,Sugarcane,14,0,35,DAP,8175
26.72,52.56,31.72,Sandy,Paddy,12,0,41,DAP,4607
22.39,61.19,37.56,Black,Millets,21,4,21,14-35-14,2134
30.98,72.26,70.0,Sandy,Wheat,3,6,26,14-35-14,3471
30.37,74.96,45.96,Sandy,Maize,3,18,20,Urea,4096
36.58,61.79,40.55,Loamy,Maize,16,2,44,DAP,3249
26.45,60.78,50.52,Sandy,Wheat,18,0,24,28-28,2623
25.6,52.6,54.46,Red,Maize,13,0,13,Urea,4998
35.57,72.13,33.41,Red,Millets,35,2,0,Urea,1918
33.06,60.37,69.48,Sandy,Millets,12,0,39,28-28,2738
29.39,53.28,40.12,Loamy,Pulses,17,0,21,Urea,2269
28.21,59.37,42.81,Red,Paddy,46,4,4,17-17-17,5756
35.57,60.63,45.71,Black,Sugarcane,7,4,31,14-35-14,9672
37.32,76.39,48.4,Loamy,Cotton,9,20,18,28-28,1801
40.0,56.27,40.77,Loamy,Millets,13,2,37,Urea,1868
39.82,70.94,30.3,Loamy,Pulses,8,3,30,28-28,2348
38.99,74.78,27.58,Black,Paddy,9,0,17,Urea,5571
27.9,58.51,31.93,Red,Millets,36,3,3,20-20,2186
33.88,68.15,42.03,Sandy,Sugarcane,9,12,32,28-28,9603
40.0,71.79,58.99,Black,Sugarcane,19,1,39,14-35-14,8569
30.18,53.72,36.61,Red,Barley,10,0,14,17-17-17,2547
32.53,56.27,29.85,Clayey,Pulses,33,0,0,17-17-17,1349
33.72,50.47,44.08,Black,Pulses,11,0,16,10-26-26,1590
31.86,51.97,62.52,Black,Tobacco,5,11,33,28-28,2247
34.28,52.14,44.07,Black,Tobacco,39,4,0,10-26-26,2364
25.94,60.8,62.34,Clayey,Ground Nuts,11,0,19,Urea,2004
26.63,56.66,45.46,Red,Pulses,23,1,21,DAP,2109
35.09,63.88,46.21,Loamy,Cotton,26,4,25,20-20,1550
32.66,59.08,54.63,Red,Millets,14,2,9,Urea,2143
34.76,67.48,24.8,Loamy,Tobacco,34,0,0,17-17-17,2252
31.21,56.6,34.03,Sandy,Wheat,18,2,40,14-35-14,3272
34.72,67.85,69.81,Loamy,Barley,4,4,29,Urea,2340
23.38,55.92,50.56,Clayey,Wheat,7,20,19,14-35-14,3155
30.14,55.49,45.37,Clayey,Oil seeds,34,4,0,DAP,1688
29.71,50.93,41.83,Sandy,Wheat,12,4,39,14-35-14,2738
30.88,51.0,46.08,Red,Millets,8,5,27,28-28,2470
31.28,68.41,27.47,Black,Oil seeds,19,0,25,10-26-26,2048
32.92,77.29,48.08,Clayey,Paddy,11,14,22,10-26-26,4669
25.87,69.73,28.7,Clayey,Wheat,16,2,40,17-17-17,3398
30.53,63.85,56.3,Sandy,Barley,39,1,1,20-20,2709
37.03,69.99,42.75,Clayey,Paddy,39,0,0,14-35-14,5959
37.38,70.59,66.29,Sandy,Maize,8,2,17,20-20,4661
28.44,55.23,33.64,Red,Ground Nuts,24,0,17,10-26-26,2917
24.57,49.59,48.59,Sandy,Ground Nuts,25,0,19,17-17-17,1875
25.23,48.23,21.3,Black,Maize,13,17,13,Urea,4160
30.98,60.86,33.37,Red,Oil seeds,12,0,44,20-20,2523
28.45,55.92,48.02,Black,Cotton,18,2,19,17-17-17,1114
22.21,43.72,21.74,Clayey,Oil seeds,14,15,14,Urea,1784
36.2,55.53,54.66,Clayey,Sugarcane,12,1,37,10-26-26,6405
32.48,64.01,50.17,Loamy,Tobacco,11,1,39,20-20,1914
29.67,60.0,70.0,Red,Tobacco,13,3,8,Urea,1906
30.62,59.17,45.5,Sandy,Ground Nuts,36,0,3,20-20,1740
29.51,55.64,28.32,Loamy,Tobacco,16,0,33,Urea,2370
29.64,54.26,30.97,Black,Cotton,8,2,11,Urea,1298
30.83,64.19,23.01,Clayey,Pulses,8,2,27,Urea,1745
34.15,50.64,39.17,Loamy,Millets,41,0,0,17-17-17,2896
32.54,52.1,29.86,Sandy,Paddy,7,8,27,20-20,4149
35.15,65.46,50.44,Red,Pulses,24,4,19,Urea,1652
32.88,70.34,29.01,Loamy,Ground Nuts,7,0,41,14-35-14,2998
32.26,57.08,42.58,Clayey,Ground Nuts,35,0,0,Urea,2932
28.94,60.34,31.18,Loamy,Millets,12,4,36,17-17-17,1699
24.61,43.14,27.28,Red,Oil seeds,45,1,0,28-28,1710
32.63,71.17,55.93,Loamy,Millets,11,10,27,Urea,2394
31.18,72.57,46.74,Loamy,Maize,9,7,27,14-35-14,4755
23.69,57.9,39.61,Sandy,Cotton,6,11,31,14-35-14,1824
32.48,53.65,28.91,Clayey,Tobacco,41,3,0,17-17-17,1982
28.7,53.21,40.31,Sandy,Ground Nuts,26,0,14,14-35-14,2283
32.8,71.66,44.08,Red,Oil seeds,12,9,14,Urea,2281
37.65,60.86,24.45,Black,Maize,7,0,34,10-26-26,3356
26.1,50.4,41.08,Black,Oil seeds,3,16,17,28-28,2028
31.22,74.54,61.36,Sandy,Maize,9,0,38,Urea,4216
36.78,69.9,38.86,Red,Ground Nuts,13,1,37,DAP,2996
38.75,58.17,52.93,Loamy,Maize,33,0,3,28-28,3179
29.13,47.06,44.06,Red,Pulses,1,17,12,20-20,1469
28.65,62.64,41.6,Loamy,Pulses,30,0,1,DAP,1072
20.54,40.79,56.58,Clayey,Cotton,32,0,2,28-28,1164
27.19,62.12,35.74,Red,Cotton,45,0,0,Urea,1706
29.74,53.77,40.06,Red,Tobacco,41,2,0,17-17-17,2280
33.98,67.67,62.06,Black,Oil seeds,10,10,15,DAP,2305
28.91,67.6,39.3,Red,Pulses,9,4,12,DAP,1480
26.09,50.03,60.84,Sandy,Millets,10,17,15,20-20,2946
29.22,54.96,70.0,Black,Ground Nuts,32,0,0,10-26-26,2968
27.68,66.84,28.69,Black,Oil seeds,9,18,20,28-28,1742
21.94,46.3,27.7,Loamy,Sugarcane,10,0,14,14-35-14,6276
32.27,54.7,59.44,Sandy,Ground Nuts,9,2,39,DAP,2529
29.59,47.26,67.15,Loamy,Ground Nuts,36,0,0,14-35-14,2140
38.97,61.93,48.53,Black,Tobacco,37,0,0,DAP,1799
40.0,63.37,45.26,Sandy,Maize,36,0,0,14-35-14,3749
32.81,73.39,41.77,Sandy,Pulses,6,2,36,28-28,1921
36.48,66.13,30.41,Black,Cotton,13,4,9,DAP,1139
31.25,67.15,42.57,Sandy,Tobacco,45,4,1,17-17-17,1835
24.83,57.76,31.75,Sandy,Ground Nuts,17,0,23,14-35-14,2083
29.72,53.18,42.19,Sandy,Cotton,19,3,33,DAP,1213
27.26,43.94,42.1,Loamy,Paddy,22,0,21,14-35-14,5508
34.34,55.85,27.98,Black,Wheat,39,0,0,28-28,3176
23.7,41.13,58.8,Sandy,Ground Nuts,8,15,14,Urea,2170
33.32,71.88,37.86,Loamy,Sugarcane,8,4,32,20-20,7451
27.34,55.87,43.75,Clayey,Pulses,38,0,0,10-26-26,1673
22.71,49.95,45.22,Loamy,Tobacco,6,12,23,14-35-14,1935
29.55,59.76,58.15,Clayey,Wheat,12,0,12,14-35-14,2736
33.39,53.49,50.08,Sandy,Tobacco,13,5,17,28-28,1642
31.64,68.77,39.39,Sandy,Ground Nuts,37,0,0,20-20,1732
23.18,46.72,29.53,Black,Paddy,16,17,7,17-17-17,4283
24.94,66.7,66.09,Sandy,Pulses,7,0,10,17-17-17,2341
21.74,44.09,59.39,Sandy,Barley,10,17,19,Urea,2805
30.28,63.74,54.26,Loamy,Pulses,35,0,0,17-17-17,1773
23.22,49.73,51.54,Clayey,Pulses,20,0,22,20-20,2104
29.69,47.64,46.87,Clayey,Ground Nuts,25,3,20,14-35-14,2022
35.79,55.43,70.0,Black,Maize,15,7,16,DAP,3413
38.68,77.89,35.76,Loamy,Maize,10,11,26,14-35-14,3022
34.07,60.31,40.04,Red,Barley,13,0,40,20-20,2442
29.16,66.79,59.72,Sandy,Ground Nuts,22,0,22,17-17-17,2789
36.5,69.77,62.08,Loamy,Ground Nuts,12,2,44,10-26-26,2866
27.05,63.35,58.77,Red,Paddy,7,17,13,DAP,4729
31.49,71.13,61.76,Black,Barley,10,0,33,28-28,2880
30.84,59.19,45.38,Loamy,Wheat,21,0,23,14-35-14,2815
34.3,52.7,60.28,Sandy,Wheat,9,8,25,20-20,2775
31.13,73.3,29.78,Loamy,Barley,3,3,29,DAP,2030
28.87,58.01,36.28,Sandy,Tobacco,28,2,20,20-20,2053
36.02,63.58,41.22,Red,Tobacco,8,4,13,14-35-14,2080
35.93,59.27,55.76,Sandy,Oil seeds,35,4,0,DAP,2529
32.15,54.75,62.62,Loamy,Cotton,12,2,38,DAP,1802
23.42,58.34,36.7,Clayey,Millets,43,4,2,28-28,2766
24.23,54.91,32.3,Loamy,Maize,10,20,17,20-20,3967
28.51,48.44,45.73,Black,Cotton,12,1,33,Urea,1672
32.06,55.34,56.8,Sandy,Paddy,14,0,36,DAP,4022
31.18,54.19,43.3,Loamy,Tobacco,40,0,0,17-17-17,2392
33.59,54.6,51.9,Loamy,Barley,10,0,45,Urea,2947
30.36,59.8,70.0,Red,Millets,17,0,31,Urea,2506
28.79,64.17,68.25,Sandy,Tobacco,7,14,26,20-20,1532
28.74,44.89,43.99,Black,Cotton,18,1,22,14-35-14,1215
32.33,48.88,31.39,Black,Sugarcane,32,2,0,DAP,7093
39.12,61.14,51.1,Red,Millets,12,20,21,Urea,1976
34.71,54.08,46.09,Loamy,Millets,11,0,12,Urea,2421
30.34,64.88,34.89,Sandy,Barley,14,0,9,17-17-17,2122
27.59,52.12,42.52,Red,Tobacco,12,3,40,17-17-17,1987
35.14,69.39,45.5,Black,Wheat,12,0,39,Urea,2649
29.61,55.37,42.37,Clayey,Barley,44,0,4,10-26-26,2776
27.8,61.15,38.19,Black,Tobacco,16,0,40,14-35-14,2403
39.34,73.55,37.74,Sandy,Barley,12,1,41,10-26-26,2241
25.49,58.9,27.75,Sandy,Maize,10,0,10,10-26-26,4823
30.35,62.68,46.39,Black,Cotton,38,0,1,20-20,1101
29.31,65.11,40.63,Black,Tobacco,20,0,23,14-35-14,2363
30.84,76.53,34.0,Loamy,Cotton,11,0,39,Urea,1924
34.51,54.23,48.09,Loamy,Sugarcane,21,0,23,DAP,6988
29.97,59.98,41.02,Loamy,Tobacco,21,2,24,10-26-26,2210
29.54,46.05,47.43,Clayey,Maize,10,22,13,10-26-26,3508
29.6,65.96,27.64,Sandy,Maize,18,2,21,DAP,3690
32.18,62.78,23.55,Loamy,Pulses,4,4,30,20-20,2231
32.29,62.31,33.23,Sandy,Tobacco,39,4,1,10-26-26,2099
36.35,69.02,43.17,Loamy,Sugarcane,11,14,18,28-28,7530
37.33,59.48,53.07,Clayey,Wheat,14,0,38,DAP,3333
38.06,52.11,41.53,Clayey,Ground Nuts,10,4,43,14-35-14,2497
29.52,68.99,56.83,Sandy,Paddy,14,3,33,20-20,4965
40.0,78.86,52.13,Clayey,Sugarcane,10,9,28,17-17-17,7524
22.07,51.67,51.97,Clayey,Tobacco,20,0,26,14-35-14,2246
30.67,50.16,40.76,Black,Cotton,14,0,10,17-17-17,1643
25.98,62.89,61.12,Red,Oil seeds,11,5,34,10-26-26,1935
29.25,53.85,33.95,Red,Maize,18,1,20,14-35-14,3487
26.51,60.56,35.77,Loamy,Barley,10,0,9,DAP,2807
26.7,52.31,61.77,Clayey,Sugarcane,10,6,29,DAP,9266
25.95,62.86,51.74,Clayey,Oil seeds,21,0,25,20-20,2966
24.2,60.2,34.14,Loamy,Oil seeds,19,4,27,28-28,2596
23.0,52.82,37.28,Clayey,Millets,24,0,28,DAP,1575
31.77,57.58,49.46,Sandy,Sugarcane,10,0,11,20-20,6732
30.35,73.19,41.73,Sandy,Ground Nuts,3,21,21,17-17-17,1766
32.72,56.31,41.59,Sandy,Paddy,9,0,9,17-17-17,5821
32.17,56.59,62.96,Clayey,Oil seeds,11,10,26,28-28,1868
29.6,58.17,40.56,Red,Millets,17,4,38,DAP,2853
29.06,62.14,45.05,Red,Ground Nuts,3,18,16,28-28,2988
25.43,50.72,42.78,Clayey,Sugarcane,44,0,2,Urea,8946
31.93,61.7,61.0,Loamy,Pulses,3,11,29,17-17-17,1775
38.76,72.35,28.4,Black,Pulses,18,0,16,28-28,1140
22.95,47.87,42.49,Red,Sugarcane,7,14,17,14-35-14,7771
35.14,69.77,31.06,Sandy,Ground Nuts,18,0,20,10-26-26,2502
22.81,48.89,28.47,Loamy,Maize,16,0,11,20-20,3875
38.07,62.7,66.49,Red,Maize,31,0,0,20-20,3448
24.17,62.74,42.08,Black,Wheat,39,0,3,17-17-17,3281
29.03,66.58,27.4,Loamy,Ground Nuts,39,0,4,28-28,2696
37.98,57.42,48.64,Loamy,Pulses,4,0,8,10-26-26,1824
24.2,63.32,30.41,Red,Sugarcane,14,21,16,17-17-17,8397
39.47,72.83,59.41,Sandy,Tobacco,13,1,40,28-28,2044
32.72,59.26,37.37,Loamy,Millets,38,2,4,10-26-26,2705
23.61,40.7,39.71,Clayey,Paddy,6,18,12,14-35-14,5905
24.04,65.32,45.42,Clayey,Ground Nuts,7,0,11,20-20,2613
26.11,65.75,70.0,Red,Tobacco,5,8,26,17-17-17,1910
32.02,53.18,50.78,Sandy,Cotton,21,3,17,Urea,1597
29.17,59.16,55.51,Loamy,Wheat,14,18,8,14-35-14,2871
28.74,54.8,58.08,Black,Millets,12,0,7,14-35-14,2822
28.05,53.77,30.81,Loamy,Pulses,35,4,1,20-20,1187
30.96,57.8,42.72,Red,Sugarcane,39,3,0,14-35-14,8924
32.12,70.24,29.28,Red,Barley,10,0,35,20-20,2286
31.52,56.11,29.79,Clayey,Pulses,22,2,21,Urea,2463
39.41,63.5,41.68,Black,Oil seeds,17,0,10,10-26-26,2241
24.4,59.68,29.94,Clayey,Paddy,9,19,19,14-35-14,4579
37.61,56.44,61.31,Sandy,Maize,6,13,31,17-17-17,4301
26.71,59.61,29.75,Sandy,Barley,31,1,1,28-28,2416
35.3,65.91,61.45,Black,Pulses,38,2,4,28-28,1715
26.25,48.11,47.36,Clayey,Oil seeds,8,14,13,DAP,2360
23.41,47.11,60.88,Sandy,Maize,34,0,0,14-35-14,3444
26.86,58.4,49.47,Loamy,Millets,15,15,10,14-35-14,1527
30.4,64.62,29.5,Clayey,Pulses,23,0,22,20-20,1730
31.84,63.65,43.05,Clayey,Paddy,9,3,10,17-17-17,4756
35.66,67.28,53.18,Loamy,Paddy,9,15,21,10-26-26,5399
32.88,53.21,20.0,Black,Paddy,4,9,25,17-17-17,4242
27.68,46.99,22.43,Black,Barley,35,2,0,17-17-17,2884
31.06,58.96,32.69,Sandy,Millets,13,0,41,DAP,1569
29.43,42.86,23.41,Clayey,Cotton,14,16,12,DAP,1033
33.89,55.98,45.78,Sandy,Millets,10,7,32,20-20,2919
37.59,73.0,62.01,Red,Ground Nuts,13,0,37,10-26-26,2472
27.06,58.24,46.67,Sandy,Sugarcane,7,13,11,20-20,6170
32.94,59.38,30.73,Black,Paddy,38,0,0,14-35-14,4321
28.39,51.88,59.74,Loamy,Oil seeds,6,5,33,DAP,1839
31.18,55.41,33.33,Black,Barley,19,2,41,17-17-17,2913
26.88,60.42,29.07,Black,Barley,8,20,13,20-20,2157
28.78,46.7,36.68,Clayey,Tobacco,21,3,22,28-28,2436
22.15,54.75,39.9,Clayey,Barley,24,0,20,28-28,2433
34.37,52.58,39.35,Red,Paddy,5,13,10,10-26-26,5769
38.93,72.2,68.8,Red,Tobacco,16,4,36,Urea,1628
33.86,61.51,60.88,Loamy,Sugarcane,9,5,28,10-26-26,9878
29.29,49.2,35.91,Red,Cotton,16,1,40,10-26-26,1008
26.65,61.13,36.81,Loamy,Cotton,20,0,19,10-26-26,1105
23.94,46.32,39.99,Black,Millets,19,4,19,Urea,1530
30.97,58.0,39.5,Sandy,Millets,20,0,19,20-20,1767
30.01,51.08,29.77,Black,Tobacco,38,2,0,DAP,2296
27.0,61.54,48.67,Sandy,Sugarcane,22,0,23,17-17-17,8305
23.87,50.93,44.6,Clayey,Pulses,9,20,17,14-35-14,1438
37.83,58.79,52.48,Red,Barley,36,4,3,Urea,2392
28.0,47.27,57.35,Clayey,Tobacco,13,0,13,Urea,1717
28.02,63.79,48.61,Loamy,Oil seeds,9,0,8,17-17-17,1588
29.13,67.17,44.42,Black,Wheat,5,4,15,28-28,2972
34.41,62.43,33.3,Loamy,Barley,25,0,28,28-28,2801
29.76,61.14,53.09,Black,Pulses,3,13,32,DAP,1039
25.61,56.5,60.49,Loamy,Ground Nuts,13,0,40,10-26-26,2614
22.49,46.82,30.38,Black,Tobacco,33,0,0,Urea,1549
29.13,46.65,36.41,Loamy,Ground Nuts,5,12,19,14-35-14,2236
31.29,60.08,42.87,Red,Tobacco,18,2,28,17-17-17,1879
38.61,69.3,41.21,Black,Paddy,39,3,0,20-20,4151
29.54,54.01,70.0,Loamy,Pulses,15,4,30,DAP,1901
34.72,64.79,24.84,Clayey,Maize,24,1,16,20-20,3810
33.47,61.96,52.46,Sandy,Pulses,14,2,29,20-20,2214
30.67,67.01,70.0,Loamy,Sugarcane,9,0,36,28-28,7169
23.84,40.88,64.6,Black,Barley,11,1,12,Urea,2533
35.5,64.73,50.91,Clayey,Pulses,11,0,38,14-35-14,2410
26.3,56.35,38.58,Loamy,Sugarcane,39,0,2,14-35-14,6008
21.44,43.3,36.7,Sandy,Cotton,23,0,15,17-17-17,1361
31.67,71.83,25.15,Sandy,Sugarcane,42,0,0,20-20,7092
34.02,65.9,36.28,Clayey,Wheat,20,1,16,14-35-14,3392
27.74,58.79,39.22,Black,Wheat,7,8,31,28-28,2687
34.47,62.06,31.47,Clayey,Pulses,10,9,35,14-35-14,2309
22.28,44.81,70.0,Clayey,Oil seeds,8,4,9,28-28,2042
32.67,66.69,70.0,Red,Sugarcane,14,7,16,Urea,7750
38.27,69.52,41.61,Black,Millets,6,0,35,DAP,2047
34.72,55.96,37.9,Sandy,Sugarcane,9,1,18,10-26-26,6799
24.93,55.08,70.0,Red,Paddy,39,1,2,Urea,5518
29.31,44.74,47.53,Sandy,Millets,8,10,16,DAP,2438
37.76,59.22,56.24,Red,Pulses,15,0,37,17-17-17,1412
27.61,57.05,25.26,Red,Ground Nuts,18,0,37,20-20,2540
24.83,54.72,32.76,Black,Oil seeds,32,4,4,10-26-26,1674
33.76,53.8,61.55,Black,Wheat,10,5,35,DAP,3339
40.0,60.45,33.52,Black,Cotton,7,0,41,17-17-17,1849
36.02,74.78,38.64,Loamy,Barley,18,4,20,14-35-14,2762
29.17,58.72,20.0,Clayey,Oil seeds,12,9,34,10-26-26,1744
29.35,51.42,70.0,Red,Sugarcane,37,0,0,28-28,6225
32.78,63.54,36.29,Red,Pulses,25,1,24,17-17-17,1121
33.16,56.99,39.99,Red,Pulses,16,2,9,14-35-14,2364
32.62,52.77,37.75,Red,Maize,19,3,33,Urea,4103
32.78,73.78,36.5,Sandy,Wheat,1,17,16,Urea,3038
22.5,43.53,24.16,Loamy,Sugarcane,38,0,0,10-26-26,7040
30.9,58.59,38.32,Black,Barley,13,0,40,20-20,2159
34.54,55.21,45.01,Sandy,Paddy,8,2,13,20-20,4113
21.41,53.24,26.72,Loamy,Ground Nuts,21,0,17,14-35-14,1967
29.97,69.39,25.39,Red,Pulses,37,4,0,10-26-26,1442
25.29,61.48,27.71,Red,Paddy,7,6,32,Urea,5609
32.78,68.98,42.07,Red,Maize,6,9,30,14-35-14,3342
27.38,50.06,24.55,Black,Pulses,43,0,0,20-20,1711
34.33,67.03,36.49,Red,Ground Nuts,5,16,22,DAP,2627
20.45,45.71,55.91,Red,Tobacco,40,0,0,DAP,1859
33.66,76.53,54.93,Black,Millets,41,0,0,DAP,2565
27.79,51.33,28.88,Loamy,Maize,42,3,0,20-20,3999
30.52,54.99,69.02,Loamy,Millets,43,2,0,10-26-26,2287
28.83,64.74,44.66,Red,Sugarcane,39,0,0,28-28,8444
